6;5SL6 106-6;5SL6 306-6
8;5SL6 110-6;5SL6 310-6
10;5SL6 110-6;5SL6 310-6
16;5SL6 116-6;5SL6 316-6
20;5SL6 120-6;5SL6 320-6
25;5SL6 125-6;5SL6 325-6
32;5SL6 132-6;5SL6 332-6
40;5SL6 140-6;5SL6 340-6
50;5SL6 150-6;5SL6 350-6
63;5SL6 163-6;5SL6 363-6
80;3VA10N;TM210
100;3VA10N;TM210
125;3VA11N;TM210
160;3VA11N;TM210
200;3VA12S;TM240
250;3VA12S;TM240
400;3VA13S;TM240
630;3VA14S;TM240
800;3VA15S;TM240
1000;3VA15S;TM240
1250;3VA26M;ETU550M
1600;3VA27M;ETU550M
2000;3WL52N;ETU25B
2500;3WL52N;ETU25B
